,payoutChange,divGrowth,payoutAvg, debtEquityAvg ,netMarginAvg,roicAvg, debtToEquity ,52WeekChange,SandP52WeekChange,auditRisk, beta ,boardRisk, bookValue ,compensationRisk, currentPrice , currentRatio ,debtToEquity,earningsGrowth,earningsQuarterlyGrowth, ebitda ,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue, enterpriseValue ,financialCurrency, floatShares , forwardEps , forwardPE , freeCashflow , fullTimeEmployees ,grossMargins, grossProfits ,heldPercentInsiders,heldPercentInstitutions,industry,lastSplitDate,lastSplitFactor, netIncomeToCommon ,numberOfAnalystOpinions, operatingCashflow ,operatingMargins,overallRisk, pegRatio , priceHint , priceToBook ,profitMargins, quickRatio ,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth, revenuePerShare ,sector,shareHolderRightsRisk, sharesOutstanding ,sharesPercentSharesOut, sharesShort , sharesShortPriorMonth ,shortPercentOfFloat, shortRatio , targetHighPrice , targetLowPrice , targetMeanPrice , targetMedianPrice , totalCash , totalCashPerShare , totalDebt , totalRevenue , trailingEps 
CULP,5.51%,16.57%,18.45%, 0.36 ,6.36%,56.28%, 2.41 ,-16.5%,15.2%,2, 0.44 ,7, 12.90 ,3, 23.20 , 3.33 ,2.409,-80.9%,-80.8%," 33,221,000.00 ",0.10524,8.044,0.847," 267,214,592.00 ",USD," 9,822,257.00 ", 1.57 , 14.78 ," 7,168,125.00 "," 1,392.00 ",19.100%," 64,633,000.00 ",3.80%,88.49%,Textile Manufacturing,758332800,2-Mar," 16,850,000.00 ",1," 23,133,000.00 ",7.90%,6, 2.29 , 2.00 , 1.80 ,5.34%, 1.72 ,buy,2,7.18%,10.68%,-10.10%, 25.34 ,Consumer Cyclical,7," 12,522,000.00 ",0.60%," 75,155.00 "," 103,935.00 ",0.92%, 2.86 , 28.00 , 28.00 , 28.00 , 28.00 ," 39,349,000.00 ", 3.14 ," 4,000,000.00 "," 315,664,992.00 ", 1.33 
JHG,14.70%,-25.43%,57.14%, 0.53 ,24.35%,220.45%, 6.49 ,-16.7%,15.2%,1,,2, 24.92 ,4, 27.99 , 3.05 ,6.487,149.5%,237.2%," 842,099,968.00 ",0.36706,5.435,1.995," 4,576,685,568.00 ",USD," 163,599,117.00 ", 2.94 , 9.52 ," 520,812,512.00 "," 2,356.00 ",66.664%," 1,049,600,000.00 ",5.20%,70.84%,Asset Management,,," 854,099,968.00 ",9," 563,400,000.00 ",33.73%,3, 1.07 , 2.00 , 1.12 ,38.23%, 2.93 ,hold,3.1,6.93%,18.02%,49.40%, 11.68 ,Financial Services,5," 194,627,008.00 ",3.00%," 5,881,797.00 "," 6,816,876.00 ",3.32%, 6.10 , 40.00 , 29.00 , 32.37 , 32.00 ," 1,368,199,936.00 ", 6.99 ," 330,000,000.00 "," 2,294,200,064.00 ", 4.34 
WBA,-8.85%,10.78%,36.70%, 1.34 ,3.70%,72.35%, 52.85 ,-16.8%,15.2%,1, 0.79 ,4, 27.95 ,5, 68.74 , 0.93 ,52.845,26.2%,15.5%," 8,323,999,744.00 ",0.06491,9.807,0.637," 81,633,558,528.00 ",USD," 844,433,295.00 ", 6.45 , 10.66 ," 4,057,874,944.00 "," 235,000.00 ",23.827%," 29,162,000,000.00 ",14.86%,64.07%,Pharmaceutical Retailers,919123200,1-Feb," 4,313,999,872.00 ",22," 7,399,000,064.00 ",5.35%,2, 0.97 , 2.00 , 2.46 ,3.36%, 0.42 ,hold,2.7,5.94%,14.42%,14.00%, 126.84 ,Consumer Defensive,2," 992,412,032.00 ",3.19%," 31,651,003.00 "," 28,307,872.00 ",3.75%, 4.55 , 97.00 , 55.00 , 71.05 , 67.50 ," 1,818,000,000.00 ", 1.83 ," 15,045,000,192.00 "," 128,243,998,720.00 ", 4.25 
BG,131.11%,8.34%,80.20%, 1.86 ,1.31%,108.23%, 117.63 ,-16.9%,15.6%,1, 1.42 ,1, 38.68 ,1, 63.35 , 1.50 ,117.63,,," 1,176,999,936.00 ",0.02569,16.339,0.42," 19,231,350,784.00 ",USD," 140,472,333.00 ", 5.57 , 11.37 ," (1,620,249,984.00)"," 32,000.00 ",4.171%," 1,799,000,000.00 ",0.44%,83.58%,Farm Products,,," (40,000,000.00)",9," (1,023,000,000.00)",1.19%,1, 1.20 , 2.00 , 1.64 ,0.00%, 0.35 ,buy,2.2,1.60%,0.07%,4.30%, 325.55 ,Consumer Defensive,3," 140,066,000.00 ",2.34%," 3,304,159.00 "," 2,184,375.00 ",2.65%, 2.49 , 92.00 , 75.00 , 83.33 , 84.00 ," 558,000,000.00 ", 3.96 ," 7,980,000,256.00 "," 45,816,000,512.00 ", (0.25)
EARN,17495.86%,-2.72%,21438.88%, 9.21 ,37.21%,1.15%, 883.55 ,-17.2%,15.2%,, 0.33 ,, 13.70 ,, 11.97 , 0.11 ,883.55,-5.9%,11.4%,,0,,37.306," 1,609,046,400.00 ",USD," 8,539,831.00 ", 1.13 , 10.59 ,,,100.000%," 31,279,000.00 ",2.20%,64.40%,REIT - Residential,,," 4,966,000.00 ",2," 53,772,000.00 ",86.24%,, (0.62), 2.00 , 0.87 ,11.51%, 0.11 ,hold,3,0.27%,2.79%,179.90%, 3.29 ,Real Estate,," 12,690,300.00 ",6.46%," 819,322.00 "," 923,533.00 ",7.99%, 11.84 , 11.50 , 11.00 , 11.25 , 11.25 ," 82,870,000.00 ", 6.53 ," 1,538,871,040.00 "," 43,131,000.00 ", 0.38 
SNX,108.36%,143.93%,13.02%, 1.83 ,1.67%,2358.17%, 78.38 ,-17.3%,15.2%,2, 0.38 ,6, 58.83 ,5, 94.93 , 1.49 ,78.38,28.0%,28.1%," 711,929,984.00 ",0.037249997,7.358,0.274," 5,238,619,136.00 ",USD," 29,888,531.00 ", 10.87 , 8.73 ," 125,406,248.00 "," 111,000.00 ",8.789%," 1,550,940,000.00 ",25.15%,73.01%,Business Services,,," 281,743,008.00 ",7," 385,107,008.00 ",2.75%,5, 0.87 , 2.00 , 1.61 ,1.49%, 0.84 ,buy,2,5.12%,12.85%,26.30%, 482.68 ,Industrials,5," 39,628,200.00 ",3.32%," 1,318,538.00 "," 920,398.00 ",5.31%, 4.62 , 160.00 , 100.00 , 133.86 , 135.00 ," 358,752,000.00 ", 9.04 ," 1,811,741,952.00 "," 19,113,515,008.00 ", 7.07 
ERJ,37.20%,2.49%,38.09%, 2.00 ,2.72%,41.08%, 111.03 ,-17.5%,15.2%,9, (0.47),1, 21.56 ,8, 19.18 , 2.38 ,111.03,,," 226,271,104.00 ",0.04911,22.037,1.082," 4,986,317,824.00 ",BRL," 173,230,019.00 ", 1.16 , 16.53 ," (489,042,240.00)"," 18,434.00 ",16.787%," 3,421,370,000.00 ",0.00%,50.45%,Aerospace & Defense,,," (21,233,202.00)",12," 1,250,576,128.00 ",2.69%,7, 22.17 , 2.00 , 0.89 ,-0.46%, 1.48 ,hold,2.7,0.69%,-0.38%,-20.50%, 25.14 ,Industrials,10," 733,785,024.00 ",1.21%," 2,224,853.00 "," 1,640,996.00 ",, 1.65 , 37.00 , 15.00 , 24.23 , 24.18 ," 3,135,444,736.00 ", 17.09 ," 4,496,625,152.00 "," 4,607,766,528.00 ", (0.12)
AUY,60.19%,-47.72%,-7.14%, 0.97 ,-50.30%,-1125.12%, 41.74 ,-17.7%,15.6%,2, 1.29 ,7, 4.35 ,5, 2.41 , 1.05 ,41.74,,," 613,800,000.00 ",0.33117,6.461,2.14," 3,965,755,136.00 ",USD," 946,096,979.00 ", 0.19 , 12.66 ," 120,187,504.00 "," 5,372.00 ",44.065%," 761,400,000.00 ",,,Gold,,," (296,400,000.00)",12," 533,400,000.00 ",-16.46%,5, 0.62 , 2.00 , 0.55 ,-15.99%, 0.25 ,hold,2.6,-2.23%,-7.07%,0.80%, 1.95 ,Basic Materials,1," 949,012,992.00 ",0.85%," 8,087,212.00 "," 3,043,659.00 ",, 0.58 , 4.92 , 2.80 , 3.92 , 3.90 ," 123,200,000.00 ", 0.13 ," 1,738,599,936.00 "," 1,853,400,064.00 ", (0.32)
RYAAY,-72.21%,-50.00%,8.51%, 1.87 ,21.31%,0.00%, 80.72 ,-18.2%,15.2%,9, 0.49 ,10, 24.36 ,8, 95.21 , 1.12 ,80.722,-18.6%,-22.1%," 2,541,731,584.00 ",0.29808,8.85,2.638," 22,494,095,360.00 ",EUR," 219,706,525.00 ", 7.15 , 13.32 ," 271,001,152.00 "," 14,000.00 ",35.471%," 2,638,700,000.00 ",0.00%,57.76%,Airlines,1445990400,975/1000," 1,587,038,592.00 ",1," 2,651,238,656.00 ",21.90%,10, 0.67 , 2.00 , 3.91 ,18.61%, 0.97 ,hold,3,8.07%,29.96%,8.80%, 36.14 ,Industrials,10," 1,154,599,936.00 ",1.41%," 3,197,225.00 "," 2,879,508.00 ",, 7.64 , 110.00 , 110.00 , 110.00 , 110.00 ," 4,195,756,032.00 ", 18.17 ," 4,540,004,352.00 "," 8,527,114,240.00 ", 6.67 
INGR,-2.96%,9.91%,30.74%, 1.23 ,8.18%,7299.72%, 58.61 ,-18.4%,15.2%,2, 0.30 ,1, 39.91 ,1, 101.44 , 2.46 ,58.613,-11.8%,-12.3%," 1,075,000,064.00 ",0.18260999,8.004,1.462," 8,604,180,480.00 ",USD," 70,408,506.00 ", 8.07 , 12.57 ," 336,375,008.00 "," 11,000.00 ",25.004%," 1,482,000,000.00 ",1.17%,88.29%,Packaged Foods,1106697600,1-Feb," 519,000,000.00 ",7," 819,000,000.00 ",14.64%,1, 7.08 , 2.00 , 2.54 ,8.82%, 1.43 ,hold,3,9.34%,19.10%,2.70%, 81.71 ,Consumer Defensive,2," 71,027,200.00 ",2.44%," 1,732,388.00 "," 1,953,758.00 ",2.73%, 2.26 , 125.00 , 90.00 , 105.43 , 105.00 ," 365,000,000.00 ", 5.14 ," 1,674,000,000.00 "," 5,887,000,064.00 ", 7.07 
SWKS,35.55%,89.13%,18.95%, 0.13 ,27.47%,0.00%, -   ,-18.4%,15.2%,1, 0.62 ,10, 22.72 ,8, 85.83 , 7.34 ,,18.9%,16.4%," 1,593,100,032.00 ",0.41442,8.86,3.672," 14,114,805,760.00 ",USD," 178,337,211.00 ", 7.88 , 10.89 ," 749,900,032.00 "," 8,400.00 ",50.622%," 1,841,800,000.00 ",0.35%,83.72%,Semiconductors,956188800,1-Feb," 914,200,000.00 ",25," 1,485,600,000.00 ",34.25%,10, 0.96 , 2.00 , 3.78 ,23.78%, 5.61 ,buy,2,18.10%,22.91%,-0.70%, 21.06 ,Technology,9," 178,982,000.00 ",3.70%," 6,615,472.00 "," 6,930,581.00 ",4.66%, 3.31 , 173.00 , 80.00 , 117.88 , 118.00 ," 1,542,499,968.00 ", 8.62 , -   ," 3,844,199,936.00 ", 4.95 
AGN,-631.61%,123.78%,-7.45%, 0.74 ,35.91%,1.89%, 35.57 ,-18.6%,15.6%,5, 1.37 ,3, 209.97 ,9, 188.78 , 1.00 ,35.573,,," 7,416,600,064.00 ",0.45904,11.899,5.462," 88,250,703,872.00 ",USD," 320,472,873.00 ", 16.78 , 11.25 ," 6,794,612,736.00 "," 17,800.00 ",85.157%," 13,773,900,000.00 ",0.28%,86.95%,Drug Manufacturers - Specialty & Generic,878169600,1-Feb," (1,387,200,000.00)",20," 6,048,799,744.00 ",0.76%,8, 2.04 , 2.00 , 0.90 ,-9.86%, 0.73 ,buy,2.1,0.07%,-1.63%,2.90%, 48.28 ,Healthcare,8," 339,444,000.00 ",1.10%," 3,739,110.00 "," 3,583,918.00 ",1.08%, 2.11 , 255.00 , 164.00 , 210.15 , 210.00 ," 1,696,199,936.00 ", 5.00 ," 25,350,500,352.00 "," 16,156,699,648.00 ", (5.32)
AMG,-12.83%,0.00%,8.27%, 1.02 ,23.99%,26.21%, 35.45 ,-19.3%,15.6%,1, 1.74 ,8, 68.15 ,9, 142.53 , 890.64 ,35.448,-2.6%,-7.4%," 951,900,032.00 ",0.39623,11.243,4.455," 10,702,573,568.00 ",USD," 52,944,114.00 ", 17.48 , 8.15 ," 601,249,984.00 "," 4,400.00 ",58.271%," 1,326,000,000.00 ",0.75%,94.68%,Asset Management,1080604800,2-Mar," 710,700,032.00 ",8," 1,303,699,968.00 ",35.03%,9, 0.88 , 2.00 , 2.09 ,29.58%, 889.73 ,buy,1.7,6.14%,19.98%,5.10%, 43.76 ,Financial Services,8," 53,431,900.00 ",1.22%," 650,566.00 "," 1,147,356.00 ",1.34%, 1.09 , 200.00 , 172.00 , 191.38 , 191.50 ," 476,900,000.00 ", 8.93 ," 1,882,599,936.00 "," 2,402,400,000.00 ", 12.66 
LM,-447.85%,13.17%,-87.14%, 0.86 ,5.34%,433.53%, 50.99 ,-19.4%,15.2%,1, 2.26 ,8, 44.80 ,5, 30.34 , 2.41 ,50.99,44.5%,29.8%," 605,230,976.00 ",0.19559,7.929,1.551," 4,798,935,552.00 ",USD," 84,136,833.00 ", 3.63 , 8.36 ," 373,964,000.00 "," 3,275.00 ",37.589%," 1,153,593,000.00 ",2.17%,89.71%,Asset Management,1096243200,2-Mar," 289,528,992.00 ",11," 506,249,984.00 ",17.23%,7, 0.73 , 2.00 , 0.68 ,9.70%, 1.97 ,hold,2.8,4.17%,7.57%,-5.80%, 35.05 ,Financial Services,5," 85,451,104.00 ",4.96%," 4,235,016.00 "," 4,752,433.00 ",5.02%, 3.75 , 45.00 , 31.00 , 38.32 , 37.50 ," 930,526,976.00 ", 10.89 ," 2,347,296,000.00 "," 3,094,384,896.00 ", 3.26 
DAKT,310.48%,-8.92%,396.72%, 0.78 ,1.01%,28.10%, -   ,-19.5%,15.2%,1, 0.98 ,7, 4.47 ,5, 7.81 , 1.91 ,,-47.4%,-45.7%," 22,587,000.00 ",0.03815,13.542,0.517," 305,861,920.00 ",USD," 36,576,049.00 ", 0.37 , 21.11 ," 193,125.00 "," 2,405.00 ",23.526%," 145,669,000.00 ",17.94%,61.13%,Computer Systems,1151020800,1-Feb," 1,707,000.00 ",2," 25,008,000.00 ",0.81%,6, 3.44 , 2.00 , 1.75 ,0.29%, 1.32 ,buy,2,0.79%,0.84%,-10.70%, 13.29 ,Technology,5," 44,588,600.00 ",5.25%," 2,355,321.00 "," 2,306,915.00 ",7.41%, 14.57 , 12.00 , 9.00 , 10.50 , 10.50 ," 43,267,000.00 ", 0.97 , -   ," 591,990,016.00 ", 0.03 
TSU,43.60%,-18.97%,35.19%, 0.99 ,8.19%,144.19%, 30.34 ,-19.6%,15.2%,3, 1.67 ,4, 10.16 ,6, 14.06 , 1.06 ,30.336,55.6%,52.8%," 1,157,063,296.00 ",0.26443002,6.851,1.812," 7,926,900,736.00 ",BRL," 159,373,427.00 ", 1.11 , 12.67 ," 351,757,696.00 "," 9,245.00 ",54.955%," 8,493,809,000.00 ",0.00%,16.01%,Telecom Services,,," 385,161,984.00 ",11," 1,715,544,064.00 ",16.22%,4, 0.77 , 2.00 , 1.38 ,8.80%, 0.79 ,buy,2.5,5.32%,8.13%,5.60%, 9.04 ,Communication Services,2," 2,389,550,080.00 ",0.16%," 766,019.00 "," 2,316,046.00 ",, 0.75 , 24.03 , 16.50 , 20.38 , 21.00 ," 471,033,760.00 ", 0.99 ," 1,473,018,368.00 "," 4,375,736,320.00 ", 0.80 
TWI,25.23%,2.90%,-2.08%, 2.69 ,-4.15%,-26.08%, 111.18 ,-19.6%,15.2%,2, 1.51 ,7, 5.10 ,9, 7.15 , 2.05 ,111.183,,," 98,864,000.00 ",0.061739996,9.166,0.566," 906,161,472.00 ",USD," 49,593,432.00 ", 0.58 , 12.33 ," (27,097,376.00)"," 6,300.00 ",11.941%," 157,711,000.00 ",3.84%,87.50%,Farm & Construction Equipment,1219017600,4-May," (30,549,000.00)",2," (663,000.00)",2.48%,6, 1.30 , 2.00 , 1.40 ,-1.26%, 0.95 ,buy,2.3,1.89%,-6.07%,17.70%, 26.84 ,Industrials,2," 59,897,600.00 ",2.11%," 1,261,953.00 "," 958,701.00 ",2.91%, 1.97 , 15.00 , 8.50 , 11.75 , 11.75 ," 106,491,000.00 ", 1.78 ," 461,971,008.00 "," 1,601,308,032.00 ", (0.52)
RGLD,-181.24%,4.58%,-24.11%, 0.32 ,-7.78%,0.00%, 16.39 ,-20.8%,15.2%,1, 0.57 ,5, 32.16 ,2, 72.61 , 2.45 ,16.393,36.0%,33.1%," 328,524,992.00 ",0.71922994,15.684,11.281," 5,152,687,616.00 ",USD," 64,998,755.00 ", 2.33 , 31.16 ," 384,407,872.00 ", 23.00 ,81.645%," 372,935,000.00 ",0.85%,80.49%,Gold,,," (113,134,000.00)",13," 328,824,000.00 ",-16.32%,2, 1.10 , 2.00 , 2.26 ,-24.77%, 2.24 ,buy,2.2,-1.61%,-5.35%,6.50%, 7.00 ,Basic Materials,2," 65,505,100.00 ",3.33%," 2,179,912.00 "," 1,993,661.00 ",3.37%, 4.37 , 105.00 , 80.00 , 96.42 , 99.00 ," 88,750,000.00 ", 1.36 ," 351,027,008.00 "," 456,774,016.00 ", (1.73)
PAAS,-14.08%,-8.46%,0.62%, 0.33 ,-1.95%,46.44%, 1.91 ,-22.4%,15.2%,2, 0.80 ,7, 10.38 ,6, 14.45 , 4.08 ,1.91,2.6%,2.0%," 290,220,992.00 ",0.3454,7.16,2.473," 2,078,002,944.00 ",USD," 149,958,067.00 ", 0.81 , 17.84 ," 102,475,624.00 "," 4,360.00 ",39.997%," 295,157,000.00 ",2.24%,57.08%,Silver,,," 149,711,008.00 ",10," 244,432,992.00 ",21.76%,5, 0.89 , 2.00 , 1.39 ,17.82%, 2.29 ,buy,2.3,5.78%,9.98%,7.50%, 5.48 ,Basic Materials,1," 153,264,000.00 ",1.33%," 2,043,125.00 "," 1,130,428.00 ",, 1.67 , 23.00 , 17.50 , 20.13 , 20.50 ," 250,248,000.00 ", 1.63 ," 30,488,000.00 "," 840,243,008.00 ", 0.97 
NEM,346.57%,24.82%,-41.26%, 0.88 ,-2.35%,415.21%, 34.83 ,-22.5%,15.2%,1, 0.37 ,1, 20.29 ,6, 29.63 , 4.60 ,34.826,65.6%,66.9%," 2,796,999,936.00 ",0.38516,6.467,2.491," 18,087,976,960.00 ",USD," 531,318,478.00 ", 1.54 , 19.24 ," 1,374,125,056.00 "," 12,547.00 ",45.167%," 3,331,000,000.00 ",0.26%,86.43%,Gold,766972800,4-May," 124,000,000.00 ",17," 2,104,000,000.00 ",21.72%,2, 6.52 , 2.00 , 1.46 ,2.26%, 3.16 ,buy,2.4,4.72%,1.28%,-11.40%, 13.61 ,Basic Materials,5," 533,399,008.00 ",1.78%," 9,475,480.00 "," 6,466,802.00 ",2.38%, 1.92 , 50.00 , 35.00 , 43.81 , 44.00 ," 3,183,000,064.00 ", 5.97 ," 4,120,999,936.00 "," 7,262,000,128.00 ", 0.31 
ITUB,15.23%,18.57%,34.55%, 9.95 ,28.76%,9.11%, -   ,-22.9%,15.2%,3, 1.37 ,2, 5.14 ,10, 10.00 ,,,-8.9%,-9.3%,,0,,3.243," 75,640,184,832.00 ",BRL," 3,507,652,056.00 ", 1.19 , 8.40 ,," 99,914.00 ",0.000%," 92,810,000,000.00 ",0.18%,25.80%,Banks - Regional - Latin America,1476748800,110/100," 6,222,467,072.00 ",5," (46,960,963,584.00)",35.64%,6, 0.78 , 2.00 , 1.95 ,26.68%,,hold,2.7,1.70%,17.23%,-20.50%, 3.59 ,Financial Services,9," 6,475,509,760.00 ",0.30%," 19,222,828.00 "," 14,861,882.00 ",, 1.43 , 16.60 , 10.60 , 13.20 , 12.80 ," 146,754,715,648.00 ", 22.66 ," 150,083,125,248.00 "," 23,320,958,976.00 ", 0.95 
QIWI,382.68%,144.09%,89.84%, 0.99 ,19.34%,184.67%, -   ,-23.4%,15.2%,, 1.63 ,, 12.26 ,, 13.55 , 1.46 ,,-13.5%,-13.2%," 148,175,040.00 ",0.18472,0.96,0.177," 142,278,656.00 ",RUB," 21,074,702.00 ", 1.44 , 9.41 ," 103,002,768.00 "," 2,264.00 ",51.517%," 11,134,000,000.00 ",0.02%,78.27%,Credit Services,,," 99,653,840.00 ",9," 181,672,400.00 ",16.18%,," 3,360.44 ", 2.00 , 1.11 ,12.42%, 1.13 ,buy,2.2,6.04%,14.31%,46.00%, 13.16 ,Financial Services,," 60,994,200.00 ",0.24%," 148,803.00 "," 152,876.00 ",, 1.12 , 26.85 , 15.71 , 21.26 , 20.64 ," 706,507,392.00 ", 11.58 , -   ," 802,163,456.00 ", 1.63 
AVP,-82.98%,-49.67%,-3.07%, (4.85),-6.72%,0.00%, -   ,-23.9%,15.6%,2, 1.28 ,8, (2.08),7, 1.97 , 1.29 ,,,," 453,900,000.00 ",0.07919,5.655,0.448," 2,566,866,176.00 ",USD," 440,212,770.00 ", 0.20 , 9.83 ," 107,962,496.00 "," 25,000.00 ",60.244%," 3,512,900,000.00 ",0.52%,72.86%,Household & Personal Products,1086048000,1-Feb," 23,200,000.00 ",11," 151,100,000.00 ",6.51%,8, 6.73 , 3.00 ,,0.83%, 0.64 ,hold,2.6,7.12%,,-3.20%, 13.00 ,Consumer Defensive,10," 442,344,992.00 ",3.53%," 15,593,492.00 "," 19,496,565.00 ",4.03%, 2.43 , 3.00 , 1.50 , 2.37 , 2.50 ," 443,900,000.00 ", 1.00 ," 1,642,300,032.00 "," 5,731,999,744.00 ", 0.05 
ADTN,39.25%,-4.48%,73.90%, 0.35 ,4.07%,21.66%, 5.57 ,-24.3%,15.6%,2, 0.40 ,4, 9.63 ,4, 16.55 , 2.93 ,5.57,,," (10,194,000.00)",-0.01818,-70.516,1.282," 718,843,072.00 ",USD," 47,383,036.00 ", 0.44 , 37.61 ," (12,374,625.00)"," 2,060.00 ",41.914%," 303,660,000.00 ",0.68%,99.74%,Communication Equipment,1071532800,1-Feb," (13,696,000.00)",6," (10,028,000.00)",-4.46%,2, (23.23), 3.00 , 1.72 ,-2.44%, 1.82 ,hold,2.7,-2.39%,-2.91%,-30.70%, 11.67 ,Technology,2," 47,739,200.00 ",2.77%," 1,321,071.00 "," 1,455,625.00 ",3.20%, 3.21 , 21.00 , 15.00 , 17.00 , 16.50 ," 106,388,000.00 ", 2.23 ," 25,600,000.00 "," 560,801,984.00 ", (0.29)
IVZ,0.61%,3.64%,47.56%, 2.34 ,19.60%,41.96%, 84.49 ,-25.1%,15.2%,1, 1.62 ,1, 21.46 ,10, 23.99 , 12.54 ,84.493,1.7%,2.3%," 1,544,499,968.00 ",0.28445,10.752,3.058," 16,606,016,512.00 ",USD," 403,728,922.00 ", 2.86 , 8.39 ," (508,224,992.00)"," 7,315.00 ",36.492%," 1,877,400,000.00 ",1.50%,86.09%,Asset Management,973641600,25/10," 1,174,700,032.00 ",13," 1,384,300,032.00 ",26.05%,9, 1.54 , 2.00 , 1.12 ,21.64%, 2.80 ,buy,2.3,2.91%,13.43%,8.50%, 13.20 ,Financial Services,3," 410,848,992.00 ",2.62%," 10,784,307.00 "," 6,540,408.00 ",3.01%, 2.42 , 38.00 , 26.00 , 30.50 , 30.00 ," 1,861,200,000.00 ", 4.53 ," 7,970,400,256.00 "," 5,429,700,096.00 ", 2.86 
EQM,8.32%,39.68%,61.10%, 0.57 ,52.72%,134.82%, 139.43 ,-25.8%,15.2%,, 1.24 ,, 28.31 ,, 55.88 , 1.42 ,139.434,-14.0%,-10.9%," 821,913,984.00 ",0.82725996,9.254,7.655," 7,605,922,304.00 ",USD," 59,630,136.00 ", 5.20 , 10.75 ," 506,639,264.00 ",,90.576%," 749,379,000.00 ",43.29%,67.14%,Oil & Gas Midstream,,," 427,135,008.00 ",14," 771,891,008.00 ",69.46%,, 1.28 , 2.00 , 1.97 ,42.99%, 1.40 ,buy,2.1,8.82%,27.74%,37.10%, 12.20 ,Energy,," 120,457,000.00 ",2.65%," 3,195,151.00 "," 1,836,173.00 ",5.45%, 3.43 , 80.00 , 58.00 , 66.29 , 63.00 ," 684,115,008.00 ", 7.91 ," 3,453,975,040.00 "," 993,532,032.00 ", 5.24 
UNM,-17.06%,7.15%,19.80%, 5.86 ,8.44%,3.25%, 33.93 ,-25.9%,15.2%,1, 1.41 ,1, 43.20 ,1, 35.87 , 8.48 ,33.928,20.6%,16.5%," 1,670,300,032.00 ",0.1459,5.787,0.844," 9,665,278,976.00 ",USD," 217,891,712.00 ", 5.42 , 6.62 ," 505,300,000.00 "," 9,400.00 ",28.870%," 3,271,200,000.00 ",0.44%,97.06%,Insurance - Life,865296000,1-Feb," 1,078,200,064.00 ",12," 1,196,300,032.00 ",13.72%,1, 0.80 , 2.00 , 0.83 ,9.42%, 3.14 ,hold,2.9,1.56%,11.49%,2.40%, 51.35 ,Financial Services,5," 218,704,992.00 ",2.55%," 5,577,656.00 "," 4,482,043.00 ",2.85%, 3.24 , 55.00 , 37.00 , 45.50 , 44.00 ," 1,533,400,064.00 ", 7.01 ," 3,204,999,936.00 "," 11,448,200,192.00 ", 4.82 
GG,-305.86%,-44.68%,20.13%, 0.60 ,-23.73%,-49.40%, 20.02 ,-27.2%,15.2%,2, 0.43 ,7, 16.16 ,4, 10.06 , 1.01 ,20.02,,," 1,295,000,064.00 ",0.38564998,8.893,3.43," 11,516,800,000.00 ",USD," 863,681,720.00 ", 0.64 , 15.72 ," 365,624,992.00 "," 7,079.00 ",45.831%," 1,546,000,000.00 ",12.25%,0.55%,Gold,1022630400,1-Feb," 289,000,000.00 ",20," 1,255,000,064.00 ",-15.87%,4, 2.03 , 2.00 , 0.62 ,8.61%, 0.54 ,buy,2.1,-1.54%,2.07%,-3.50%, 3.87 ,Basic Materials,1," 869,273,984.00 ",1.62%," 11,877,248.00 "," 10,205,967.00 ",, 2.46 , 27.00 , 12.00 , 17.33 , 17.83 ," 159,000,000.00 ", 0.18 ," 2,812,000,000.00 "," 3,358,000,128.00 ", 0.33 
BHF,181.00%,0.00%,-125.39%, 13.61 ,-30.50%,-1.69%, 65.61 ,-27.5%,15.2%,2,,2, 112.17 ,8, 40.54 , 2.19 ,65.607,,," (637,000,000.00)",-0.08667,-16.74,1.451," 10,663,460,864.00 ",USD," 108,185,310.00 ", 9.00 , 4.50 ," 1,096,999,936.00 "," 1,260.00 ",24.748%," 1,865,000,000.00 ",0.01%,90.50%,Insurance - Life,,," (581,000,000.00)",13," 3,088,000,000.00 ",-8.90%,8, 0.82 , 2.00 , 0.36 ,-7.91%, 1.95 ,hold,3,-0.19%,-3.86%,-16.50%, 61.37 ,Financial Services,10," 119,783,000.00 ",5.08%," 6,086,710.00 "," 6,020,259.00 ",6.30%, 5.63 , 58.00 , 35.00 , 49.00 , 49.00 ," 3,075,000,064.00 ", 25.67 ," 8,856,999,936.00 "," 7,350,000,128.00 ", (4.85)
FNV,80.71%,11.92%,181.26%, 0.07 ,18.19%,15.96%, -   ,-27.8%,15.2%,2, 0.27 ,9, 25.25 ,5, 58.87 , 8.37 ,,15.3%,17.5%," 521,000,000.00 ",0.77645,21.656,16.815," 11,282,927,616.00 ",USD," 183,208,969.00 ", 1.15 , 51.19 ," (510,062,496.00)", 32.00 ,81.207%," 533,000,000.00 ",2.01%,77.75%,Gold,,," 221,700,000.00 ",6," 491,100,000.00 ",39.72%,7, 8.52 , 2.00 , 2.33 ,33.04%, 6.25 ,hold,2.8,3.53%,4.78%,-1.50%, 3.61 ,Basic Materials,3," 186,179,008.00 ",1.28%," 2,382,739.00 "," 1,964,945.00 ",, 5.05 , 93.00 , 68.00 , 81.27 , 82.32 ," 72,100,000.00 ", 0.39 , -   ," 671,000,000.00 ", 1.18 
